day,level,filename,title,prompt
41,2,img_day41.png,Dark Colors,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Mimi paints many colors today. She has a black cat. She wears brown boots."
42,2,img_day42.png,Pretty and Nice,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo wears a nice hat. Mimi has a pretty dress. It is her favorite!"
43,2,img_day43.png,At the Clothes Shop,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo saves his money. He wants a new hat for Mimi. The shop sells many pretty hats."
44,2,img_day44.png,Week 6 Clothes Review!,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: a group of cheerful children celebrating finishing a week of learning together, clapping and giving high-fives in a bright open space with balloons and paper stars"
45,2,img_day45.png,Look at the Sky,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo lies on the green grass. He looks at the big blue sky. The sun is bright and warm."
46,2,img_day46.png,Four Seasons,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Mimi draws the four seasons for school. How is the weather today? In spring, flowers grow."
47,2,img_day47.png,Nature Wonders,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: A big storm comes with wind and rain. Then it stops. Look!"
48,2,img_day48.png,Weather Actions,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: The sun shines in the morning. But soon the wind blows hard. Leaves fall down from the tree."
49,2,img_day49.png,Warm and Cool,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Today is warm and sunny. The cool wind feels nice on Leo's face. He plays in the rain and his shoes get wet!"
50,2,img_day50.png,Day by Day,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Good morning, says Mimi! Today is a sunny day. She writes in her weather diary."
51,2,img_day51.png,Week 7 Weather Review!,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: a group of cheerful children celebrating finishing a week of learning together, clapping and giving high-fives in a bright open space with balloons and paper stars"
52,2,img_day52.png,Around Town,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo and Mimi walk around town. Leo holds a map. They walk down the busy street."
53,2,img_day53.png,Big Buildings,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Mimi shows her friend the town. The big hospital helps sick people. They read many books at the library."
54,2,img_day54.png,Find the Way,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo makes a secret map for a game. He walks to a tall building. He crosses the long bridge."
55,2,img_day55.png,Let's Go,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Let us visit the zoo today! Leo and Mimi meet at the park. They cross the street with care."
56,2,img_day56.png,Near and Far,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo and Mimi play a treasure game. The park is near. The zoo is far away."
57,2,img_day57.png,People in Town,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Many people live in the town. A kind man helps Leo cross the road. The woman sells sweet fruit at the market."
58,2,img_day58.png,Week 8 Town Review!,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: a group of cheerful children celebrating finishing a week of learning together, clapping and giving high-fives in a bright open space with balloons and paper stars"
59,2,img_day59.png,Things That Go,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo and Mimi sit by the road. Leo counts the red cars. A big bus goes by."
60,2,img_day60.png,Let's Travel,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo and Mimi take a big trip! They wait at the busy train station. They buy two tickets."
61,3,img_day61.png,Happy Feelings,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo feels glad today. He is proud of his big drawing. Mimi is so excited to see it!"
62,3,img_day62.png,Big Feelings,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Sometimes Leo feels angry. Mimi is afraid of the dark. She is worried too."
63,3,img_day63.png,"I Think, I Hope","Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo has a big hope. He makes a wish on a star. Mimi has a sweet dream at night."
64,3,img_day64.png,Being Kind,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo cares for his friend. He gives Mimi a warm hug. Thank you, says Mimi!"
65,3,img_day65.png,Show It!,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: We can show our feelings! Do not shout, please. Mimi likes to whisper a secret."
66,3,img_day66.png,Feeling Great,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo feels safe at home. I am sure we can do it, says Mimi. Look, the bird is free in the sky!"
67,3,img_day67.png,Week 9 Feelings Review!,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: a group of cheerful children celebrating finishing a week of learning together, clapping and giving high-fives in a bright open space with balloons and paper stars"
68,3,img_day68.png,Wake Up!,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: The sun is up. Leo wakes up early. He gives a big yawn."
69,3,img_day69.png,School Time,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Ring! The school bell rings. Leo has a fun lesson today."
70,3,img_day70.png,In the Evening,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: In the evening Leo rests. He likes to relax on the sofa. Then he takes a warm bath."
71,3,img_day71.png,Telling Time,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Look at the big clock! One hour has sixty minutes. Leo wakes up early in the morning."
72,3,img_day72.png,Days and Months,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: School starts on Monday. Friday is the last day of school. Leo loves the weekend!"
73,3,img_day73.png,Special Days,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Today is Leo's birthday! There is a big party at his house. Tomorrow is a holiday, so everyone can come."
74,3,img_day74.png,Week 10 Routine Review!,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: a group of cheerful children celebrating finishing a week of learning together, clapping and giving high-fives in a bright open space with balloons and paper stars"
75,3,img_day75.png,Let's Play Sport,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo loves sport! He can kick the ball high. Mimi throws it far."
76,3,img_day76.png,Ball Games,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo kicks the ball. Goal! He gets a high score."
77,3,img_day77.png,Make Music,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo loves music! Mimi can sing a happy song. Leo plays the drum, boom boom!"
78,3,img_day78.png,Art and Craft,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo likes to paint bright colors. He uses glue and paper. Mimi can cut and fold to make a bird."
79,3,img_day79.png,Fun and Games,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Everyone has a hobby. Mimi does a big puzzle. Leo flies a red kite in the wind."
80,3,img_day80.png,Story and Magic,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: Leo reads a funny comic. Mimi asks a tricky riddle. Can you guess?"
81,3,img_day81.png,Week 11 Hobbies Review!,"Children's educational storybook illustration for Thai families. Warm cream background (#FFF8EF), never pure white. Soft rounded shapes, no sharp corners. Cute expressive semi-realistic characters — Thai/Southeast-Asian children, actively doing the action (speaking, pointing, reaching, playing), never posing for the camera. Gentle warm lighting. Palette: deep navy (#14204A) for outlines and dark areas, mango yellow (#FFB020) as the single eye-catching accent, coral (#FF6B5A) and mint green (#12B886) as small touches only. Large pale circles (12-16% opacity) in the background instead of patterns or gradients. ABSOLUTELY NO text, letters, words, numbers or signage anywhere in the image. 800x400 landscape banner, digital art, for ages 5-12. SCENE: a group of cheerful children celebrating finishing a week of learning together, clapping and giving high-fives in a bright open space with balloons and paper stars"
